symbol,company_name,year,pb,pe,ps,pb_peer_avg,pe_peer_avg,ps_peer_avg
BRIS.JK,PT Bank Syariah Indonesia Tbk,2020,1.01448065585728,10.082970348534,1.55749711949882,1.26242482560343,27.296475059198,6.37891855078523
BRIS.JK,PT Bank Syariah Indonesia Tbk,2021,2.89750504658723,23.9343109201656,4.62231170049196,1.46630589795505,15.0145590632269,6.3740557278722
BRIS.JK,PT Bank Syariah Indonesia Tbk,2022,1.76018284699189,13.8435400177739,3.22662817355863,1.00852386298116,15.1292552726864,4.34357834686358
BRIS.JK,PT Bank Syariah Indonesia Tbk,2023,2.07193596295714,14.0723342502017,4.28781689525047,0.83232965465001,14.0723342502017,3.89944781671295
BRIS.JK,PT Bank Syariah Indonesia Tbk,2024,3.01426210609292,20.5358535822432,6.32663987945445,0.932091839711511,18.4025128202024,3.61350695366404
BSIM.JK,Bank Sinarmas Tbk,2020,1.43936347048067,73.5559642935489,2.71007511925356,1.26242482560343,27.296475059198,6.37891855078523
BSIM.JK,Bank Sinarmas Tbk,2021,2.32056456653626,133.685067476595,5.14955044708036,1.46630589795505,15.0145590632269,6.3740557278722
BSIM.JK,Bank Sinarmas Tbk,2022,2.26396456942806,74.5749683487068,5.01344172637728,1.00852386298116,15.1292552726864,4.34357834686358
BSIM.JK,Bank Sinarmas Tbk,2023,2.24197499410638,,5.04131270984772,0.83232965465001,14.0723342502017,3.89944781671295
BSIM.JK,Bank Sinarmas Tbk,2024,2.11248478370786,1217.4093750511,5.97642793623024,0.932091839711511,18.4025128202024,3.61350695366404
BSWD.JK,Bank of India Indonesia Tbk,2020,2.27481161420859,-34.0880111076478,24.9272179111281,1.26242482560343,27.296475059198,6.37891855078523
BSWD.JK,Bank of India Indonesia Tbk,2021,1.19182898690573,-54.6185103629884,24.3192431317848,1.46630589795505,15.0145590632269,6.3740557278722
BSWD.JK,Bank of India Indonesia Tbk,2022,0.975919516049555,196.021699819168,22.5259235143766,1.00852386298116,15.1292552726864,4.34357834686358
BSWD.JK,Bank of India Indonesia Tbk,2023,1.359397076358,94.0510359841897,17.390778959406,0.83232965465001,14.0723342502017,3.89944781671295
BSWD.JK,Bank of India Indonesia Tbk,2024,3.24219993415468,176.882695444394,40.1390638554141,0.932091839711511,18.4025128202024,3.61350695366404
