symbol,company_name,year,tax,revenue,earnings,cash_only,total_debt,fixed_assets,gross_profit,total_assets,total_equity,operating_pnl,total_liabilities,current_liabilities,earnings_before_tax,cash_and_equivalents,total_cash_and_due_from_banks
PNBS.JK,PT Bank Panin Dubai Syariah Tbk.,2020,6610000000.0,142599000000,128000000.0,,6894000000.0,,,11302082000000,3115653000000,-951000000.0,8186429000000,,6738000000,,1163218000000.0
PNBS.JK,PT Bank Panin Dubai Syariah Tbk.,2021,-212000000.0,400956000000,-818112000000.0,,9231000000.0,,,14426005000000,2301945000000,-817546000000.0,12124060000000,,-818324000000,,1702000000000.0
PNBS.JK,PT Bank Panin Dubai Syariah Tbk.,2022,4001000000.0,547145000000,250532000000.0,,458854000000.0,,,14791738000000,2505404000000,253849000000.0,12286334000000,,254533000000,,1210182000000.0
PNBS.JK,PT Bank Panin Dubai Syariah Tbk.,2023,9988780000.0,516573900000,244690470000.0,18014090000.0,13510000000.0,,,17343246870000,2788522920000,,14554723940000,,254679240000,,2119682519999.0
SDRA.JK,PT Bank Woori Saudara Indonesia 1906 Tbk,2018,196752000000.0,1547491000000,537971000000.0,,6941781000000.0,,,29631693000000,6550468000000,729736000000.0,23081225000000,,734723000000,,2864011000000.0
SDRA.JK,PT Bank Woori Saudara Indonesia 1906 Tbk,2019,173075000000.0,1444909000000,499791000000.0,,9799950000000.0,,,36940436000000,6935590000000,671927000000.0,30004846000000,,672866000000,,4876639000000.0
SDRA.JK,PT Bank Woori Saudara Indonesia 1906 Tbk,2020,156053000000.0,1503443000000,536001000000.0,,11070893000000.0,,,38053939000000,7270971000000,691402000000.0,30782968000000,,692054000000,,2411022000000.0
SDRA.JK,PT Bank Woori Saudara Indonesia 1906 Tbk,2021,191482000000.0,1740955000000,629170000000.0,,9767359000000.0,,,43801571000000,9257191000000,819706000000.0,34544380000000,,820650000000,,3696353000000.0
SDRA.JK,PT Bank Woori Saudara Indonesia 1906 Tbk,2022,252884000000.0,2242500000000,860571000000.0,,11943261000000.0,,,51499424000000,9930753000000,1113093000000.0,41568671000000,,1113455000000,,4110705000000.0
SDRA.JK,PT Bank Woori Saudara Indonesia 1906 Tbk,2023,210237000000.0,1903234000000,697864000000.0,509076000000.0,11903930000000.0,,,54822181000000,10273082000000,,44549099000000,,908101000000,,3962171000000.0
